"lon","lat"
127.044251,37.748362
127.118104,37.4923175
126.8825735,37.48089
126.854244,37.561553
126.914841,37.56861
127.126635,37.449602
127.510693,37.814515
126.693408,37.464689
127.1156625,37.6348265
127.027621,37.497942
127.0411685,37.517473
127.132187,37.53594
127.120535,37.53051
126.8454369,37.6125959
127.094672,37.535144
127.63478,37.81829
127.1346598,37.4981619
126.858504,37.494698
127.066502,37.489167
126.797391,37.578576
126.806839,37.572455
127.143597,37.493422
127.069236,37.540389
126.6736077,37.5692314
127.007899,37.443987
126.97358,37.575838
127.12419,37.495694
126.7363805,37.571594
127.15411,37.555051
127.035859,37.590401
127.0049151,37.5049142
126.823094,37.316821
126.8017,37.645892
126.951576,37.54322
127.072894,37.625787
126.8086965,37.5623155
126.477492,37.459049
126.996404,37.433205
126.908476,37.419578
127.103606,37.545332
126.884789,37.416522
126.8546747,37.4793066
127.061817,37.6237325
126.976177,37.5696765
126.931855,37.547478
127.0142285,37.4934705
126.8820367,37.5031784
126.901472,37.48525
127.059496,37.486985
127.1432928,37.6033064
126.987427,37.501431
126.917879,37.610725
127.105664,37.299013
127.0852645,37.5368933
126.869599,37.496273
126.918833,37.636581
127.399501,37.516196
126.917853,37.528128
127.079589,37.5573355
126.948517,37.353732
127.557732,37.832086
126.725813,37.508231
127.142906,37.545539
127.207931,37.637414
126.765664,37.751265
126.9434895,37.372237
126.894003,37.455645
126.774515,37.766106
127.015789,37.54826
127.115944,37.275657
127.139992,37.537769
127.024914,37.603185
127.714302,37.818475
126.8019274,37.5618288
126.8467055,37.5317675
126.8113591,37.5062327
126.963418,37.477117
126.887272,37.486087
126.695235,37.407772
127.016274,37.48491
126.970673,37.484876
126.971171,37.540597
127.723761,37.864071
126.989097,37.464237
127.159821,37.451541
126.993598,37.487707
126.952213,37.513416
126.94167,37.514072
127.060551,37.654527
126.935761,37.600869
126.9853515,37.534945
127.042272,37.759416
127.051406,37.644599
127.021728,37.511206
126.820845,37.618741
127.156709,37.44505
126.745431,37.379993
127.052382,37.567072
127.079011,37.67026
126.9019901,37.5340278
126.948388,37.34338
126.8102965,37.631957
127.006474,37.435724
126.899438,37.4955091
127.072702,37.491347
126.926392,37.512537
127.376729,37.6805595
126.91716,37.328304
127.079526,37.493601
127.063446,37.494569
126.7477558,37.6758831
126.942332,37.547674
127.056676,37.81876
127.208547,37.587199
127.061511,37.843216
127.0556945,37.49106
127.161105,37.608756
126.882624,37.51446
127.045521,37.679441
127.0461945,37.689596
127.222798,37.579628
126.642824,37.468604
126.6684603,37.4661538
126.957918,37.574453
126.933037,37.618387
126.8895083,37.4659942
127.056403,37.610493
127.0087664,37.5709391
127.007765,37.565102
127.005316,37.558126
127.054992,37.926664
127.056409,37.901673
127.016008,37.572729
126.702884,37.470869
126.632598,37.475414
126.9790995,37.503062
127.148905,36.833791
127.136231,37.527657
126.8645185,37.551303
126.9004205,37.5779636
127.04731,37.54724
127.066691,37.531537
126.826919,37.5619185
126.8271565,37.566876
126.777641,37.652185
127.057614,37.665375
127.31168,37.652797
127.042965,37.566127
127.15279,37.49502
126.94604,37.539705
126.903472,37.563418
127.092882,37.598603
126.9012821,37.5559772
127.04736,37.710499
127.0573667,37.2457927
127.015657,37.265502
127.046918,37.487035
127.040459,37.252951
127.077707,37.61078
127.087494,37.588745
126.9861868,37.5609892
127.144014,37.55131
126.9305068,37.3900837
127.129064,37.432124
