"본 자료는 실거래가 사이트에서 제공하고 있는  계약일 기준 자료로 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기 바라며,",,,,,,,,
외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.,,,,,,,,
* 주택매매 거래는 부동산거래신고에관한법률 제3조에 따라 계약 후 60일이내 신고토록 규정,,,,,,,,
"** 주택매매 거래량은 매월 15일경 부동산통계정보시스템(www.r-one.co.kr)에서  확인 가능하며, 전월세 거래량은 국토교통부 홈페이지(보도자료)를 통해 확인 가능",,,,,,,,
,,,,,,,,
,,,,,,,,
시군구,번지,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
 충청남도 공주시 신관동,5,대아곰나루,73.94,1~10,"12,350",3,1996,신금2길
 충청남도 공주시 신관동,5,대아곰나루,84.98,1~10,"13,750",8,1996,신금2길
 충청남도 공주시 신관동,5-7,대아아이투빌,84.94,1~10,"15,300",4,2002,번영1로
 충청남도 공주시 신관동,5-7,대아아이투빌,84.94,1~10,"14,500",11,2002,번영1로
 충청남도 공주시 신관동,5-7,대아아이투빌,84.94,1~10,"16,100",13,2002,번영1로
 충청남도 공주시 신관동,5-7,대아아이투빌,84.94,11~20,"15,500",5,2002,번영1로
 충청남도 공주시 신관동,5-7,대아아이투빌,84.94,21~30,"16,300",6,2002,번영1로
 충청남도 공주시 신관동,5-7,대아아이투빌,84.94,21~30,"16,350",6,2002,번영1로
 충청남도 공주시 신관동,5-7,대아아이투빌,84.94,21~30,"15,650",11,2002,번영1로
 충청남도 공주시 신관동,5-7,대아아이투빌,84.94,21~30,"15,500",2,2002,번영1로
 충청남도 공주시 신관동,336-9,덕성그린시티빌,35.86,1~10,"4,500",2,1999,관골2길
 충청남도 공주시 신관동,336-9,덕성그린시티빌,42.97,11~20,"7,000",10,1999,관골2길
 충청남도 공주시 신관동,679,삼환나우빌,84.96,1~10,"23,000",13,2009,관골1길
 충청남도 공주시 신관동,1,새뜸현대,59.5,11~20,"11,700",12,1996,신금1길
 충청남도 공주시 신관동,1,새뜸현대,59.5,21~30,"10,700",15,1996,신금1길
 충청남도 공주시 신관동,1,새뜸현대,84.7,1~10,"13,700",3,1996,신금1길
 충청남도 공주시 신관동,1,새뜸현대,84.7,21~30,"14,450",14,1996,신금1길
 충청남도 공주시 신관동,312-23,신라,102,1~10,"10,100",5,1989,한적1길
 충청남도 공주시 신관동,475-2,유진한아름,134.64,21~30,"16,500",8,1994,의당로
 충청남도 공주시 신관동,276-9,이솔,59.12,1~10,"10,800",4,2003,신금2길
 충청남도 공주시 신관동,268-3,주공2,39.72,21~30,"6,300",1,1988,신금1길
 충청남도 공주시 신관동,24-64,주공3,46.68,1~10,"7,500",4,1990,신금1길
 충청남도 공주시 신관동,24-64,주공3,47.01,1~10,"7,950",3,1990,신금1길
 충청남도 공주시 신관동,19,주공4단지,49.29,11~20,"8,600",15,1998,신금2길
 충청남도 공주시 신관동,19,주공4단지,59.99,1~10,"13,000",9,1998,신금2길
 충청남도 공주시 신관동,19,주공4단지,59.99,1~10,"11,600",15,1998,신금2길
 충청남도 공주시 신관동,19,주공4단지,59.99,1~10,"10,700",9,1998,신금2길
 충청남도 공주시 신관동,19,주공4단지,59.99,1~10,"11,300",3,1998,신금2길
 충청남도 공주시 신관동,19,주공4단지,59.99,1~10,"11,300",3,1998,신금2길
 충청남도 공주시 신관동,19,주공4단지,59.99,21~30,"10,000",1,1998,신금2길
 충청남도 공주시 신관동,19,주공4단지,59.99,21~30,"10,000",14,1998,신금2길
 충청남도 공주시 신관동,19,주공4단지,59.99,21~30,"11,000",15,1998,신금2길
 충청남도 공주시 신관동,664,주공5차,51.88,1~10,"11,850",1,2005,관골2길
 충청남도 공주시 신관동,177-1,현대1차,72.5,21~30,"11,000",1,1992,공주대학로
 충청남도 공주시 신관동,177-1,현대1차,84.98,21~30,"16,700",5,1992,공주대학로
 충청남도 공주시 신관동,177-1,현대1차,84.98,21~30,"16,900",10,1992,공주대학로
 충청남도 공주시 신관동,668,현대힐스테이트5차,116.68,11~20,"29,900",10,2006,신금2길
 충청남도 공주시 신관동,668,현대힐스테이트5차,143.55,21~30,"29,000",15,2006,신금2길
 충청남도 공주시 옥룡동,93,덕성그린타운,84.97,21~30,"10,400",7,1995,우금티로
 충청남도 공주시 옥룡동,280-8,백제맨션,64.8,21~30,"6,900",4,1986,옥룡2길
 충청남도 공주시 옥룡동,103,주공2,41.85,1~10,"5,550",3,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,41.85,11~20,"5,850",6,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,41.85,11~20,"5,900",13,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,41.85,21~30,"5,200",1,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,41.85,21~30,"6,100",14,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,41.85,21~30,"5,550",3,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,41.85,21~30,"6,000",10,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,51.66,1~10,"7,300",9,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,51.66,1~10,"8,500",5,1994,우금티로
 충청남도 공주시 옥룡동,103,주공2,59.97,1~10,"8,500",10,1994,우금티로
 충청남도 공주시 웅진동,242-2,배원청실,59.26,1~10,"9,500",6,1993,백제문화로
 충청남도 공주시 웅진동,242-2,배원청실,122.29,1~10,"14,550",1,1993,백제문화로
 충청남도 공주시 유구읍 유구리,453-1,화신전원,54.89,21~30,"4,500",1,1995,유구마곡사로
 충청남도 공주시 의당면 청룡리,641-3,신한2차,53.46,11~20,"6,000",2,1998,연수원길
 충청남도 공주시 의당면 청룡리,641-3,신한2차,59.97,1~10,"8,100",6,1998,연수원길
 충청남도 공주시 의당면 청룡리,640-1,청룡신한1차임대,42.54,1~10,"4,200",8,1998,연수원길
 충청남도 공주시 의당면 청룡리,640-1,청룡신한1차임대,56.04,1~10,"6,000",4,1998,연수원길
 충청남도 공주시 탄천면 송학리,214,햇님,93.04,21~30,"11,000",2,2013,송학로
 충청남도 금산군 금산읍 상리,306-8,삼호,49.8,21~30,"7,300",8,1997,비호산로
 충청남도 금산군 금산읍 상리,274,주공1차,39.51,21~30,"6,650",9,2000,비호산로
 충청남도 금산군 금산읍 상리,274,주공1차,39.51,21~30,"6,300",13,2000,비호산로
 충청남도 금산군 금산읍 상리,274,주공1차,39.63,1~10,"6,700",8,2000,비호산로
 충청남도 금산군 금산읍 상리,274,주공1차,49.34,11~20,"9,300",10,2000,비호산로
 충청남도 금산군 금산읍 상리,274,주공1차,49.71,21~30,"8,250",4,2000,비호산로
 충청남도 금산군 금산읍 상리,274,주공1차,49.71,21~30,"8,300",12,2000,비호산로
 충청남도 금산군 금산읍 상리,292,한진타운,84.93,11~20,"12,200",15,1994,비단로
 충청남도 금산군 금산읍 상리,292,한진타운,84.93,11~20,"9,000",1,1994,비단로
 충청남도 금산군 금산읍 아인리,630,대원칸타빌아파트,74.99,1~10,"17,500",1,2015,사직로
 충청남도 금산군 금산읍 아인리,630,대원칸타빌아파트,84.8,21~30,"22,000",12,2015,사직로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.31,21~30,"20,300",3,2016,오리정로
