"본 자료는 실거래가 사이트에서 제공하고 있는  계약일 기준 자료로 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기 바라며,",,,,,,,,
외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.,,,,,,,,
* 주택매매 거래는 부동산거래신고에관한법률 제3조에 따라 계약 후 60일이내 신고토록 규정,,,,,,,,
"** 주택매매 거래량은 매월 15일경 부동산통계정보시스템(www.r-one.co.kr)에서  확인 가능하며, 전월세 거래량은 국토교통부 홈페이지(보도자료)를 통해 확인 가능",,,,,,,,
,,,,,,,,
,,,,,,,,
시군구,번지,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
 충청북도 보은군 보은읍 이평리,138,예지웰프라임,84.87,1~10,"17,500",2,2015,뱃들로
 충청북도 보은군 보은읍 이평리,138,예지웰프라임,84.87,11~20,"17,500",2,2015,뱃들로
 충청북도 영동군 영동읍 계산리,213-1,서한감고을,84.87,11~20,"16,000",5,2001,구교로
 충청북도 영동군 영동읍 계산리,445-3,영산타워맨션,55.32,1~10,"7,800",7,1993,영산로
 충청북도 영동군 영동읍 계산리,445-3,영산타워맨션,59.91,11~20,"7,600",5,1993,영산로
 충청북도 영동군 영동읍 계산리,664-2,진영허브시티,84.99,21~29,"19,000",11,2015,계산로
 충청북도 영동군 영동읍 동정리,89,렉시움,84.65,21~29,"21,300",4,2015,동정로
 충청북도 영동군 영동읍 동정리,68-1,영동현대,59.76,11~20,"9,000",6,1996,동정로
 충청북도 영동군 영동읍 동정리,68-1,영동현대,84.98,1~10,"14,000",14,1996,동정로
 충청북도 영동군 영동읍 매천리,81-1,조한드림플러스,84.98,1~10,"16,800",8,2001,새심길
 충청북도 영동군 영동읍 부용리,593-1,삼부,82.16,21~29,"6,200",1,1991,학산영동로
 충청북도 영동군 영동읍 부용리,425,서한무궁화,83.98,21~29,"10,000",4,1999,상부용로
 충청북도 영동군 영동읍 부용리,56,신양,60.41,11~20,"7,000",3,1991,부용1길
 충청북도 영동군 영동읍 부용리,56,신양,60.41,21~29,"6,700",4,1991,부용1길
 충청북도 영동군 영동읍 부용리,417,지평더웰,84.97,21~29,"18,000",5,2007,상부용로
 충청북도 영동군 영동읍 부용리,416-1,지평더웰ll,59.88,11~20,"13,300",5,2009,상부용로
 충청북도 영동군 영동읍 설계리,886,주공아파트(886-0),49.81,1~10,"7,000",10,2002,눈어치로
 충청북도 영동군 영동읍 설계리,886,주공아파트(886-0),49.81,21~29,"7,500",1,2002,눈어치로
 충청북도 영동군 영동읍 설계리,886,주공아파트(886-0),49.89,1~10,"6,900",11,2002,눈어치로
 충청북도 영동군 영동읍 설계리,886,주공아파트(886-0),49.89,11~20,"7,500",9,2002,눈어치로
 충청북도 옥천군 옥천읍 금구리,235-26,다산금빛,59.85,1~10,"8,700",12,2002,가화3길
 충청북도 옥천군 옥천읍 금구리,235-26,다산금빛,59.85,1~10,"7,500",5,2002,가화3길
 충청북도 옥천군 옥천읍 금구리,235-26,다산금빛,59.85,21~29,"8,000",12,2002,가화3길
 충청북도 옥천군 옥천읍 금구리,235-1,옥천가화현대,59.88,1~10,"8,300",5,1995,가화3길
 충청북도 옥천군 옥천읍 금구리,235-1,옥천가화현대,59.88,1~10,"8,550",10,1995,가화3길
 충청북도 옥천군 옥천읍 금구리,235-1,옥천가화현대,84.68,11~20,"13,700",2,1995,가화3길
 충청북도 옥천군 옥천읍 마암리,16,현대,84.78,1~10,"10,400",2,1992,성암1길
 충청북도 옥천군 옥천읍 마암리,16,현대,84.78,1~10,"12,900",11,1992,성암1길
 충청북도 옥천군 옥천읍 문정리,374,옥천문정주공(2)단지,49.62,1~10,"8,350",8,1998,문장로2길
 충청북도 옥천군 옥천읍 문정리,374,옥천문정주공(2)단지,49.62,21~29,"8,000",2,1998,문장로2길
 충청북도 옥천군 옥천읍 문정리,430-1,하늘빛,84.99,1~10,"23,600",8,2007,동부로
 충청북도 옥천군 옥천읍 문정리,430-1,하늘빛,84.99,21~29,"22,000",1,2007,동부로
 충청북도 옥천군 옥천읍 문정리,430-1,하늘빛,84.99,21~29,"23,000",3,2007,동부로
 충청북도 옥천군 옥천읍 삼양리,222-358,리더스빌,84.93,1~10,"19,000",9,2014,삼양로
 충청북도 옥천군 옥천읍 장야리,313,옥천장야주공(1)단지,59.64,21~29,"12,000",15,2002,장야3길
 충청북도 옥천군 옥천읍 장야리,313,옥천장야주공(1)단지,59.64,21~29,"13,200",10,2002,장야3길
 충청북도 옥천군 옥천읍 장야리,313,옥천장야주공(1)단지,59.64,21~29,"12,800",9,2002,장야3길
 충청북도 옥천군 옥천읍 죽향리,153,옥향,84.99,11~20,"10,900",7,1997,성왕로
 충청북도 음성군 감곡면 오향리,568,덕일한마음,46.32,21~29,"7,700",5,2003,음성로
 충청북도 음성군 감곡면 오향리,568,덕일한마음,46.32,21~29,"7,600",4,2003,음성로
 충청북도 음성군 감곡면 오향리,568,덕일한마음,59.97,11~20,"12,100",5,2003,음성로
 충청북도 음성군 감곡면 오향리,568,덕일한마음,59.97,21~29,"11,100",15,2003,음성로
 충청북도 음성군 감곡면 오향리,557-4,부강,59.9,11~20,"7,000",15,1993,음성로
 충청북도 음성군 감곡면 오향리,409-1,삼성래미안,59.76,11~20,"6,600",1,1994,거일길
 충청북도 음성군 금왕읍 금석리,340-7,음성금왕두진하트리움,65.62,11~20,"17,450",10,2007,대금로
 충청북도 음성군 금왕읍 금석리,340-7,음성금왕두진하트리움,84.93,1~10,"21,370",14,2007,대금로
 충청북도 음성군 금왕읍 금석리,340-7,음성금왕두진하트리움,84.93,11~20,"20,800",8,2007,대금로
 충청북도 음성군 금왕읍 무극리,662,두진백로1차,59.58,1~10,"8,900",13,1995,탑골길
 충청북도 음성군 금왕읍 무극리,662,두진백로1차,59.58,11~20,"9,000",6,1995,탑골길
 충청북도 음성군 금왕읍 무극리,662,두진백로1차,59.58,21~29,"8,200",1,1995,탑골길
 충청북도 음성군 금왕읍 무극리,585-11,명운네스트빌,59.95,1~10,"12,300",6,2004,무극로
 충청북도 음성군 금왕읍 무극리,585-11,명운네스트빌,59.95,1~10,"11,500",13,2004,무극로
 충청북도 음성군 금왕읍 무극리,585-11,명운네스트빌,59.95,11~20,"12,500",3,2004,무극로
 충청북도 음성군 금왕읍 무극리,585-11,명운네스트빌,59.95,11~20,"12,600",9,2004,무극로
 충청북도 음성군 금왕읍 무극리,585-11,명운네스트빌,84.74,11~20,"16,000",8,2004,무극로
 충청북도 음성군 금왕읍 무극리,503,유수장미,36.08,1~10,"4,800",1,1998,무극로
 충청북도 음성군 금왕읍 무극리,503,유수장미,36.08,1~10,"4,800",1,1998,무극로
 충청북도 음성군 금왕읍 무극리,503,유수장미,36.08,1~10,"5,100",4,1998,무극로
 충청북도 음성군 금왕읍 무극리,503,유수장미,36.08,1~10,"4,800",1,1998,무극로
 충청북도 음성군 금왕읍 무극리,503,유수장미,36.08,21~29,"4,950",9,1998,무극로
 충청북도 음성군 금왕읍 무극리,504-16,풍산장미,59.88,21~29,"7,000",12,1995,무극로
 충청북도 음성군 금왕읍 본대리,산20-4,광일,47.64,1~10,"2,180",6,1992,신내로
 충청북도 음성군 금왕읍 본대리,산20-4,광일,47.64,11~20,"3,300",2,1992,신내로
 충청북도 음성군 대소면 대풍리,582-7,산수화,48.66,11~20,"7,500",6,2004,대금로105번길
 충청북도 음성군 대소면 대풍리,582-7,산수화,48.66,21~29,"7,500",8,2004,대금로105번길
 충청북도 음성군 대소면 대풍리,582-7,산수화,59.96,11~20,"10,100",8,2004,대금로105번길
 충청북도 음성군 대소면 대풍리,621,음성대소부영,84.8,21~29,"15,200",6,2006,대청로
 충청북도 음성군 대소면 대풍리,621,음성대소부영,84.8,21~29,"14,900",9,2006,대청로
 충청북도 음성군 대소면 부윤리,130-17,무궁화,27.63,11~20,"2,120",5,1995,대동로
 충청북도 음성군 대소면 소석리,11-7,음성SK VIEW,84.86,11~20,"14,600",15,2008,대금로
 충청북도 음성군 대소면 소석리,11-7,음성SK VIEW,84.86,21~29,"14,500",7,2008,대금로
 충청북도 음성군 대소면 오류리,218-27,융보목련,42.08,21~29,"4,450",8,1995,대풍산단로
 충청북도 음성군 대소면 오류리,218-27,융보목련,59.76,21~29,"6,500",11,1995,대풍산단로
 충청북도 음성군 대소면 오산리,114-5,풍산,41.07,11~20,"5,100",5,1991,오산로
 충청북도 음성군 대소면 태생리,756,대소두진하트리움,66.89,21~29,"15,450",17,2012,대금로
 충청북도 음성군 대소면 태생리,756,대소두진하트리움,75.24,1~10,"16,950",3,2012,대금로
 충청북도 음성군 대소면 태생리,756,대소두진하트리움,75.24,11~20,"16,950",9,2012,대금로
 충청북도 음성군 대소면 태생리,79-5,대소한양1,40.8,1~10,"5,900",5,1997,대화1길
 충청북도 음성군 대소면 태생리,79-5,대소한양1,51.99,11~20,"7,200",7,1997,대화1길
 충청북도 음성군 대소면 태생리,79-12,대소한양2,39.84,21~29,"5,300",1,1997,대화1길
 충청북도 음성군 대소면 태생리,79-12,대소한양2,39.84,21~29,"5,400",7,1997,대화1길
 충청북도 음성군 대소면 태생리,79-12,대소한양2,39.84,21~29,"5,800",4,1997,대화1길
 충청북도 음성군 대소면 태생리,79-12,대소한양2,59.94,21~29,"6,650",1,1997,대화1길
 충청북도 음성군 대소면 태생리,308,한진신세대,34.8,21~29,"3,800",3,1998,대성로77번길
 충청북도 음성군 대소면 태생리,308,한진신세대,59.79,1~10,"7,500",7,1998,대성로77번길
 충청북도 음성군 대소면 태생리,308,한진신세대,59.79,21~29,"7,950",10,1998,대성로77번길
 충청북도 음성군 맹동면 동성리,246,엘에이치이노밸리,74.42,1~10,"19,000",19,2014,학예로
 충청북도 음성군 맹동면 동성리,246,엘에이치이노밸리,74.42,11~20,"19,900",9,2014,학예로
 충청북도 음성군 맹동면 동성리,246,엘에이치이노밸리,84.53,11~20,"22,000",11,2014,학예로
 충청북도 음성군 맹동면 동성리,246,엘에이치이노밸리,84.53,11~20,"22,700",8,2014,학예로
 충청북도 음성군 맹동면 동성리,445,충북혁신도시 LH쌍용예가,59.93,1~10,"16,200",1,2014,사예로
 충청북도 음성군 맹동면 동성리,445,충북혁신도시 LH쌍용예가,59.93,21~29,"17,100",10,2014,사예로
 충청북도 음성군 삼성면 덕정리,594-10,대성진달래,59.86,21~29,"7,800",8,1996,덕정로
 충청북도 음성군 삼성면 덕정리,594-10,대성진달래,84.98,11~20,"11,400",1,1996,덕정로
 충청북도 음성군 삼성면 덕정리,594-4,별무늬,58.01,21~29,"7,000",3,1991,덕정로
 충청북도 음성군 삼성면 덕정리,548-27,삼성명지,84.94,21~29,"11,000",10,2008,덕정로65번길
 충청북도 음성군 음성읍 신천리,149,금광포란재,59.98,1~10,"11,250",7,2005,반기문로
 충청북도 음성군 음성읍 신천리,149,금광포란재,84.98,11~20,"14,300",10,2005,반기문로
 충청북도 음성군 음성읍 신천리,149,금광포란재,84.98,21~29,"14,900",3,2005,반기문로
 충청북도 음성군 음성읍 읍내리,679-2,무지개,59.93,21~29,"5,100",5,1993,용광로
 충청북도 음성군 음성읍 읍내리,350-1,삼보,59.99,1~10,"7,800",1,1993,시장로
 충청북도 음성군 음성읍 읍내리,402-4,시티빌아파트,73.66,11~20,"17,500",6,2015,중앙로40번길
 충청북도 음성군 음성읍 읍내리,692-1,청솔,59.76,11~20,"6,300",10,1996,교동1길
 충청북도 음성군 음성읍 읍내리,805,한성진주,39.96,1~10,"4,000",10,1994,설성로
 충청북도 음성군 음성읍 읍내리,805,한성진주,40.56,1~10,"4,000",14,1994,설성로
 충청북도 음성군 음성읍 읍내리,805,한성진주,40.56,11~20,"4,400",11,1994,설성로
 충청북도 음성군 음성읍 읍내리,805,한성진주,59.64,21~29,"8,200",13,1994,설성로
 충청북도 제천시 강제동,903,강제코아루파크,84.4,11~20,"21,000",6,2015,청풍호로10길
 충청북도 제천시 고암동,1142,고암두진4차,33,11~20,"4,700",4,2000,용두천로
 충청북도 제천시 고암동,1142,고암두진4차,33,11~20,"4,700",4,2000,용두천로
 충청북도 제천시 고암동,1142,고암두진4차,33,11~20,"4,800",12,2000,용두천로
 충청북도 제천시 고암동,1142,고암두진4차,33,21~29,"4,550",7,2000,용두천로
 충청북도 제천시 고암동,1142,고암두진4차,33,21~29,"4,600",12,2000,용두천로
 충청북도 제천시 고암동,1250,고암주공1,38.52,11~20,"4,975",1,1986,고암로14길
 충청북도 제천시 고암동,1250,고암주공1,47.25,21~29,"4,400",2,1986,고암로14길
 충청북도 제천시 고암동,1129-1,금용,59.91,21~29,"8,500",15,1993,용두천로44길
 충청북도 제천시 고암동,1129-1,금용,72.12,21~29,"11,300",12,1993,용두천로44길
 충청북도 제천시 고암동,1101,두진백로,45.6,1~10,"7,000",5,1997,용두천로
 충청북도 제천시 고암동,1101,두진백로,59.84,1~10,"10,000",14,1997,용두천로
 충청북도 제천시 고암동,1101,두진백로,60,21~29,"11,450",10,1997,용두천로
 충청북도 제천시 고암동,1101,두진백로,60,21~29,"11,200",9,1997,용두천로
 충청북도 제천시 고암동,1101,두진백로,60,21~29,"11,200",9,1997,용두천로
 충청북도 제천시 고암동,1163-1,부강,58.93,11~20,"6,500",5,1988,고암로
 충청북도 제천시 교동,1-1,두진,59.97,1~10,"9,000",10,1994,독순로23길
 충청북도 제천시 교동,1-1,두진,59.97,21~29,"9,000",13,1994,독순로23길
 충청북도 제천시 교동,1-1,두진,59.97,21~29,"8,000",10,1994,독순로23길
 충청북도 제천시 동현동,63-1,세경,38.88,11~20,"3,200",1,1989,의병대로30길
 충청북도 제천시 동현동,63-1,세경,38.88,11~20,"3,500",3,1989,의병대로30길
 충청북도 제천시 동현동,63-1,세경,38.88,21~29,"3,100",5,1989,의병대로30길
 충청북도 제천시 동현동,63-1,세경,38.88,21~29,"3,200",-1,1989,의병대로30길
 충청북도 제천시 봉양읍 미당리,820,미당한마음,59.55,11~20,"8,100",8,2004,용두대로36길
 충청북도 제천시 봉양읍 미당리,820,미당한마음,59.55,11~20,"8,500",12,2004,용두대로36길
 충청북도 제천시 봉양읍 주포리,235,중앙,84.5,21~29,"7,400",15,1994,제원로2길
 충청북도 제천시 신백동,208-5,극동1,75.3,11~20,"11,500",11,1993,관전로1길
 충청북도 제천시 신백동,208-5,극동2,84.99,1~10,"13,000",5,1993,관전로1길
 충청북도 제천시 신백동,110,덕일한마음1,51.03,11~20,"6,800",4,1996,탑안로4길
 충청북도 제천시 신백동,110,덕일한마음1,51.03,11~20,"7,500",9,1996,탑안로4길
 충청북도 제천시 신백동,110,덕일한마음1,59.94,1~10,"9,400",12,1996,탑안로4길
 충청북도 제천시 신백동,110,덕일한마음1,59.94,1~10,"9,480",2,1996,탑안로4길
 충청북도 제천시 신백동,110,덕일한마음1,59.94,11~20,"10,500",4,1996,탑안로4길
 충청북도 제천시 신백동,110,덕일한마음1,59.94,21~29,"9,600",4,1996,탑안로4길
 충청북도 제천시 신백동,110,덕일한마음1,59.95,1~10,"9,600",12,1996,탑안로4길
 충청북도 제천시 신백동,201-1,화성(1~8동),41.04,11~20,"4,600",3,1988,신백로14길
 충청북도 제천시 신백동,198-3,화성2차,45.6,11~20,"4,750",4,1992,의병대로36길
 충청북도 제천시 왕암동,905,현진에버빌1차,84.68,21~29,"17,000",11,2007,바이오밸리로
 충청북도 제천시 장락동,678,장락e-편한세상,84.94,21~29,"21,500",13,2007,장락로
 충청북도 제천시 장락동,678,장락e-편한세상,119.85,1~10,"22,500",1,2007,장락로
 충청북도 제천시 장락동,1046,장락동롯데캐슬,84.99,21~29,"21,500",15,2008,신죽하로
 충청북도 제천시 장락동,536-4,장락로즈웰,84.95,1~10,"14,500",6,2001,장락로
 충청북도 제천시 장락동,536-4,장락로즈웰,105.82,21~29,"19,000",10,2001,장락로
 충청북도 제천시 장락동,536-4,장락로즈웰,131.03,11~20,"18,000",2,2001,장락로
 충청북도 제천시 장락동,1026,장락주공2단지,39.99,11~20,"6,000",5,1999,죽하로
 충청북도 제천시 장락동,1026,장락주공2단지,59.8,11~20,"11,000",7,1999,죽하로
 충청북도 제천시 장락동,325,장락파라디아,140.97,11~20,"28,000",6,2008,내토로57길
 충청북도 제천시 장락동,637-7,제천미림청솔,49.77,1~10,"8,500",7,1995,청전대로
 충청북도 제천시 장락동,637-7,제천미림청솔,49.77,21~29,"7,700",15,1995,청전대로
 충청북도 제천시 장락동,637-7,제천미림청솔,49.77,21~29,"8,800",5,1995,청전대로
 충청북도 제천시 장락동,460,천일베리굿,84.92,11~20,"16,050",10,2003,내토로65길
 충청북도 제천시 천남동,9-10,코아루,130.83,1~10,"24,000",6,2005,원뜰로
 충청북도 제천시 천남동,9-10,코아루,130.83,11~20,"23,500",11,2005,원뜰로
 충청북도 제천시 청전동,987,덕일한마음,59.85,1~10,"11,650",13,1995,칠성로
 충청북도 제천시 청전동,987,덕일한마음,59.85,1~10,"12,000",13,1995,칠성로
 충청북도 제천시 청전동,987,덕일한마음,59.85,11~20,"12,300",11,1995,칠성로
 충청북도 제천시 청전동,987,덕일한마음,59.85,21~29,"11,200",2,1995,칠성로
 충청북도 제천시 청전동,639,비둘기,35.52,11~20,"4,650",11,1991,청전대로
 충청북도 제천시 청전동,639,비둘기,35.52,11~20,"4,660",5,1991,청전대로
 충청북도 제천시 청전동,639,비둘기,35.52,11~20,"4,800",2,1991,청전대로
 충청북도 제천시 청전동,639,비둘기,35.52,21~29,"4,500",9,1991,청전대로
 충청북도 제천시 청전동,1069,성우한솔,84.85,21~29,"14,000",19,1995,용두천로
 충청북도 제천시 청전동,480-4,성한,54.63,21~29,"4,000",2,1991,명륜로2길
 충청북도 제천시 청전동,326-5,제천현대,84.95,1~10,"12,500",9,1990,의림대로
 충청북도 제천시 청전동,4,주공,41.99,11~20,"3,000",1,1980,청전대로15길
 충청북도 제천시 청전동,4,주공,41.99,11~20,"3,300",4,1980,청전대로15길
 충청북도 제천시 청전동,4,주공,42.11,21~29,"2,850",3,1980,청전대로15길
 충청북도 제천시 청전동,4,주공,42.54,11~20,"3,800",5,1980,청전대로15길
 충청북도 제천시 청전동,4,주공,42.54,21~29,"2,000",2,1980,청전대로15길
 충청북도 제천시 청전동,4,주공,42.54,21~29,"4,000",1,1980,청전대로15길
 충청북도 제천시 청전동,4,주공,42.54,21~29,"3,300",3,1980,청전대로15길
 충청북도 제천시 청전동,4,주공,47.33,21~29,"5,000",3,1980,청전대로15길
 충청북도 제천시 청전동,646,청전2주공,39.61,21~29,"3,300",6,1991,고암로
 충청북도 제천시 청전동,646,청전2주공,40,21~29,"5,350",1,1991,고암로
 충청북도 제천시 청전동,646,청전2주공,47.32,11~20,"6,850",2,1991,고암로
 충청북도 제천시 청전동,646,청전2주공,47.32,21~29,"6,350",5,1991,고암로
 충청북도 제천시 청전동,986,청전두진백로2차,85,21~29,"15,800",6,1995,청전대로
 충청북도 제천시 청전동,72,현대,71.18,1~10,"12,800",12,1990,용두천로
 충청북도 제천시 청전동,72,현대,71.18,21~29,"12,200",5,1990,용두천로
 충청북도 제천시 청전동,72,현대,84.95,1~10,"13,300",4,1990,용두천로
 충청북도 제천시 청전동,72,현대,84.95,11~20,"14,000",12,1990,용두천로
 충청북도 제천시 하소동,170-7,고래,49.92,11~20,"6,000",5,1989,용두대로9길
 충청북도 제천시 하소동,198,제천그린코아루2차,84.99,1~10,"22,700",7,2007,용두대로7길
 충청북도 제천시 하소동,198,제천그린코아루2차,84.99,11~20,"20,800",3,2007,용두대로7길
 충청북도 제천시 하소동,198,제천그린코아루2차,84.99,11~20,"21,950",7,2007,용두대로7길
 충청북도 제천시 하소동,198,제천그린코아루2차,84.99,11~20,"18,900",1,2007,용두대로7길
 충청북도 제천시 하소동,198,제천그린코아루2차,84.99,11~20,"20,100",2,2007,용두대로7길
 충청북도 제천시 하소동,198,제천그린코아루2차,84.99,21~29,"21,300",3,2007,용두대로7길
 충청북도 제천시 하소동,198,제천그린코아루2차,117.01,11~20,"28,750",15,2007,용두대로7길
 충청북도 제천시 하소동,82,주공,39.3,21~29,"5,850",3,1989,용두대로15길
 충청북도 제천시 하소동,82,주공,39.69,11~20,"6,000",3,1989,용두대로15길
 충청북도 제천시 하소동,82,주공,39.69,11~20,"6,000",2,1989,용두대로15길
 충청북도 제천시 하소동,82,주공,39.69,21~29,"4,000",2,1989,용두대로15길
 충청북도 제천시 하소동,353,주공2,39.6,11~20,"7,300",15,1995,하소로
 충청북도 제천시 하소동,353,주공2,39.6,11~20,"7,500",14,1995,하소로
 충청북도 제천시 하소동,353,주공2,58.74,11~20,"9,100",3,1995,하소로
 충청북도 제천시 하소동,353,주공2,58.74,11~20,"9,100",15,1995,하소로
 충청북도 제천시 하소동,353,주공2,58.74,11~20,"10,070",7,1995,하소로
 충청북도 제천시 하소동,353,주공2,58.74,21~29,"9,450",14,1995,하소로
 충청북도 제천시 하소동,353,주공2,58.74,21~29,"10,500",15,1995,하소로
 충청북도 제천시 하소동,353,주공2,58.74,21~29,"9,450",14,1995,하소로
 충청북도 제천시 하소동,139,청구,59.81,1~10,"13,500",9,2002,용두대로15길
 충청북도 제천시 하소동,139,청구,59.81,1~10,"13,035",8,2002,용두대로15길
 충청북도 제천시 하소동,139,청구,59.81,11~20,"13,700",6,2002,용두대로15길
 충청북도 제천시 하소동,139,청구,84.73,1~10,"15,500",9,2002,용두대로15길
 충청북도 제천시 하소동,139,청구,84.73,1~10,"16,700",9,2002,용두대로15길
 충청북도 제천시 하소동,139,청구,84.73,11~20,"15,400",2,2002,용두대로15길
 충청북도 제천시 하소동,139,청구,84.73,21~29,"18,000",10,2002,용두대로15길
 충청북도 제천시 하소동,110,하소현대,59.99,1~10,"10,800",1,1996,용두대로15길
 충청북도 제천시 하소동,156,현대힐스테이트,84.99,1~10,"24,700",1,2008,용두대로7길
 충청북도 제천시 하소동,156,현대힐스테이트,121,11~20,"25,000",3,2008,용두대로7길
 충청북도 제천시 하소동,156,현대힐스테이트,121,11~20,"31,500",7,2008,용두대로7길
 충청북도 증평군 증평읍 송산리,721,지평더웰,59.91,1~10,"17,400",5,2014,송산로
 충청북도 증평군 증평읍 송산리,721,지평더웰,59.98,1~10,"16,250",7,2014,송산로
 충청북도 증평군 증평읍 송산리,721,지평더웰,59.98,11~20,"15,800",1,2014,송산로
 충청북도 증평군 증평읍 송산리,721,지평더웰,59.98,21~29,"16,500",5,2014,송산로
 충청북도 증평군 증평읍 신동리,545,"증평주공2,3",58.14,1~10,"6,800",12,1995,창신로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,11~20,"2,000",2,2001,광장로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,11~20,"2,000",3,2001,광장로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,11~20,"2,000",2,2001,광장로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,11~20,"2,350",12,2001,광장로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,11~20,"2,300",5,2001,광장로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,11~20,"2,300",11,2001,광장로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,11~20,"2,300",14,2001,광장로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,21~29,"2,350",10,2001,광장로
 충청북도 증평군 증평읍 용강리,35,서호이타운,28.51,21~29,"2,300",6,2001,광장로
 충청북도 증평군 증평읍 장동리,350,보창,35.21,21~29,"3,800",5,2000,두름로1길
 충청북도 증평군 증평읍 장동리,350,보창,55.01,11~20,"6,800",5,2000,두름로1길
 충청북도 증평군 증평읍 장동리,921,증평4주공,59.92,11~20,"12,000",9,2003,문화로
 충청북도 증평군 증평읍 장동리,255,증평삼일,59.9,1~10,"8,200",14,1992,장뜰로
 충청북도 증평군 증평읍 장동리,255,증평삼일,59.9,11~20,"7,000",11,1992,장뜰로
 충청북도 증평군 증평읍 장동리,255,증평삼일,59.9,21~29,"7,500",7,1992,장뜰로
 충청북도 증평군 증평읍 장동리,255,증평삼일,59.9,21~29,"8,000",7,1992,장뜰로
 충청북도 증평군 증평읍 장동리,255,증평삼일,84.95,1~10,"9,400",1,1992,장뜰로
 충청북도 증평군 증평읍 장동리,255,증평삼일,84.95,1~10,"10,800",10,1992,장뜰로
 충청북도 증평군 증평읍 장동리,255,증평삼일,84.95,11~20,"12,300",7,1992,장뜰로
 충청북도 증평군 증평읍 장동리,255,증평삼일,84.95,11~20,"11,500",12,1992,장뜰로
 충청북도 증평군 증평읍 장동리,255,증평삼일,84.95,21~29,"12,800",6,1992,장뜰로
 충청북도 증평군 증평읍 증천리,728,한성,39.6,11~20,"2,800",2,1988,문화로
